method,compress_mean,compress_std,decompress_mean,decompress_std,size_mb,compression_ratio,reduction_pct,compress_MB_s,decompress_MB_s
gzip,0.4712814400001662,0.10744571987357429,0.08757158999997046,0.024378685310500928,6.469475746154785,5.2644069190771985,81.00450790807618,72.26669669157216,388.9155476207622
kmri,0.6273681900001975,0.10073987790905359,0.1850990399998409,0.08500295967362036,1.612997055053711,21.114702456617493,95.26396357204364,54.287025424175,183.9985387330407
zstd,0.07835755000050995,0.023691136574407617,0.021837999999661406,0.004598268819509704,6.400687217712402,5.3209837822744985,81.2064828438071,434.64800623089576,1559.5728950172836
